Unnamed: 0,tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
2173,2024-05-12,P010,Çanta,Giyim,897.09,9,8073.81,6549,Nejdet,Erkek,27,Gaziantep,4596.75
2174,2023-03-09,P011,Kalem,Kırtasiye,1428.75,10,14287.5,2712,Sevim,Kadın,59,İzmir,477.32
2175,2023-12-13,P082,Defter,Kırtasiye,986.21,3,2958.63,9876,Mezide,Erkek,29,Ankara,2335.56
2176,2023-07-22,P082,Defter,Kırtasiye,720.37,9,6483.33,4829,Razı,Erkek,38,Bursa,2918.32
2177,2023-01-31,P018,Telefon,Elektronik,567.95,10,5679.5,2616,Huban,Erkek,65,Bursa,4057.54
2178,2024-06-09,P097,Su Şişesi,Mutfak Ürünleri,311.42,2,622.84,5803,Ülfet,Erkek,63,İstanbul,2380.37
2179,2024-09-24,P087,Kulaklık,Elektronik,348.46,5,1742.3,3340,Hezniye,Erkek,19,Gaziantep,3577.39
2180,2024-04-30,P018,Telefon,Elektronik,503.78,4,2015.12,5938,Eflâtun,Erkek,23,Adana,2907.13
2181,2024-09-11,P032,Mouse,Elektronik,528.86,8,4230.88,4946,Ferinaz,Erkek,57,Konya,4352.04
2182,2023-09-22,P011,Kalem,Kırtasiye,1474.85,5,7374.25,2113,Baltaş,Kadın,69,Antalya,1807.77
2183,2023-08-06,P087,Kulaklık,Elektronik,1134.18,12,13610.16,4472,Görgünay,Erkek,25,Gaziantep,2066.27
2184,2023-09-13,P037,Fırın,Ev Aletleri,742.37,4,2969.48,6624,Tanır,Kadın,33,Ankara,4781.51
2185,2023-01-21,P097,Su Şişesi,Mutfak Ürünleri,359.43,10,3594.3,4307,Onursu,Erkek,28,Antalya,4336.79
2186,2023-08-14,P032,Mouse,Elektronik,287.47,8,2299.76,3152,Yıldır,Kadın,32,İstanbul,3139.34
2187,2023-11-01,P024,Bilgisayar,Elektronik,1347.62,19,25604.78,1957,Ayşeana,Erkek,45,Adana,890.72
2188,2023-03-13,P087,Kulaklık,Elektronik,565.32,16,9045.12,2588,Ömür,Kadın,32,Gaziantep,3588.53
2189,2023-04-09,P018,Telefon,Elektronik,234.05,6,1404.3000000000002,4365,Nebiha,Erkek,68,Bursa,2899.16
2190,2024-04-02,P011,Kalem,Kırtasiye,963.38,17,16377.46,2182,Akdora,Kadın,25,Gaziantep,846.93
2191,2023-12-15,P097,Su Şişesi,Mutfak Ürünleri,822.1,9,7398.900000000001,4005,Ülfet,Erkek,47,Adana,2191.03
2192,2023-03-27,P082,Defter,Kırtasiye,1009.9,2,2019.8,5883,Memili,Erkek,38,Adana,685.17
2193,2023-06-05,P018,Telefon,Elektronik,999.75,2,1999.5,8088,Neriban,Erkek,67,Konya,2218.51
2194,2024-10-14,P024,Bilgisayar,Elektronik,1267.0,15,19005.0,1430,Nilcan,Kadın,57,Konya,2624.33
2195,2023-11-17,P010,Çanta,Giyim,639.77,12,7677.24,7688,İmren,Kadın,58,Adana,4061.4
2196,2024-01-02,P024,Bilgisayar,Elektronik,1288.34,13,16748.42,3688,Özbilek,Erkek,33,Ankara,4934.7
2197,2023-03-06,P024,Bilgisayar,Elektronik,665.77,5,3328.85,3358,Tonguç,Erkek,50,Gaziantep,3150.84
2198,2024-05-04,P010,Çanta,Giyim,1243.99,10,12439.9,4627,Müfit,Kadın,40,Adana,3504.85
2199,2023-05-14,P018,Telefon,Elektronik,343.86,4,1375.44,9305,Gülper,Kadın,42,Gaziantep,1442.14
2200,2023-11-06,P010,Çanta,Giyim,750.42,4,3001.68,2566,Batırhan,Erkek,36,Antalya,2849.47
2201,2024-04-10,P032,Mouse,Elektronik,40.33,2,80.66,5425,Azade,Erkek,56,Antalya,485.78
2202,2023-04-29,P011,Kalem,Kırtasiye,407.8,12,4893.6,2122,Suat,Erkek,24,Adana,107.49
2203,2023-06-08,P063,Klima,Elektronik,1193.13,5,5965.650000000001,5512,Naide,Erkek,37,İstanbul,1708.64
2204,2023-06-11,P063,Klima,Elektronik,876.24,4,3504.96,3999,Türkmen,Kadın,31,Konya,4735.56
2205,2024-04-27,P097,Su Şişesi,Mutfak Ürünleri,1317.69,19,25036.11,1499,Şahnuray,Erkek,39,Bursa,4996.4
2206,2023-04-02,P097,Su Şişesi,Mutfak Ürünleri,357.77,6,2146.62,6138,Erksoy,Kadın,22,Adana,270.35
2207,2022-11-15,P087,Kulaklık,Elektronik,554.11,14,7757.54,1718,Yalın,Erkek,27,İstanbul,2888.21
2208,2023-05-08,P097,Su Şişesi,Mutfak Ürünleri,444.35,12,5332.200000000001,9039,Şeref,Erkek,58,Bursa,3603.85
2209,2024-04-20,P011,Kalem,Kırtasiye,1278.83,19,24297.769999999997,7859,Nasuf,Kadın,37,Gaziantep,1608.58
2210,2023-07-25,P018,Telefon,Elektronik,1398.85,14,19583.899999999998,1934,Kadınana,Erkek,18,İzmir,626.88
2211,2023-11-02,P011,Kalem,Kırtasiye,969.49,2,1938.98,1942,Risalet,Erkek,34,Konya,4944.26
2212,2023-06-17,P032,Mouse,Elektronik,1410.63,16,22570.08,3462,Tanbay,Kadın,40,Adana,1515.01
2213,2022-12-03,P097,Su Şişesi,Mutfak Ürünleri,36.11,1,36.11,7977,Nasiba,Kadın,21,Konya,3222.37
2214,2023-09-26,P032,Mouse,Elektronik,722.0,17,12274.0,9565,Gürten,Erkek,23,Adana,4354.01
2215,2023-07-28,P010,Çanta,Giyim,832.05,8,6656.4,6433,Leyli,Kadın,22,Bursa,4483.99
2216,2024-08-21,P032,Mouse,Elektronik,628.78,7,4401.46,4319,Abdiş,Kadın,69,İstanbul,4587.93
2217,2023-12-04,P037,Fırın,Ev Aletleri,249.79,7,1748.53,5694,Şahıgül,Erkek,26,İstanbul,1054.59
2218,2024-05-12,P010,Çanta,Giyim,694.47,7,4861.29,6518,Fidaye,Kadın,19,Konya,4205.04
2219,2023-03-23,P082,Defter,Kırtasiye,415.4,1,415.4,3276,Tecimer,Erkek,33,Bursa,1128.01
2220,2024-01-14,P011,Kalem,Kırtasiye,734.55,15,11018.25,2845,Sağcan,Erkek,20,İzmir,4938.79
2221,2024-08-09,P011,Kalem,Kırtasiye,1218.67,4,4874.68,5702,Gök,Kadın,46,Ankara,2182.61
2222,2022-12-01,P032,Mouse,Elektronik,708.82,5,3544.1000000000004,3245,Aksoy,Erkek,48,Gaziantep,326.78
2223,2023-12-03,P032,Mouse,Elektronik,127.17,19,2416.23,6270,Kader,Erkek,47,Konya,1414.26
2224,2024-05-21,P063,Klima,Elektronik,1092.61,5,5463.049999999999,1012,Jankat,Kadın,21,Adana,459.29
2225,2024-02-11,P087,Kulaklık,Elektronik,902.86,13,11737.18,7361,Gökçil,Erkek,23,İzmir,3227.42
2226,2024-06-06,P087,Kulaklık,Elektronik,1426.13,6,8556.78,3311,Fidaye,Erkek,69,Konya,506.69
2227,2024-01-31,P032,Mouse,Elektronik,1129.69,13,14685.97,2355,Tan,Kadın,39,Konya,3371.38
2228,2024-01-03,P037,Fırın,Ev Aletleri,425.06,10,4250.6,9742,Ufukay,Erkek,51,İstanbul,3676.48
2229,2024-07-06,P010,Çanta,Giyim,112.71,16,1803.36,8226,Revza,Erkek,37,Konya,2707.39
2230,2024-05-27,P087,Kulaklık,Elektronik,1486.68,15,22300.2,2423,Urhan,Erkek,45,Konya,4926.48
2231,2024-10-08,P087,Kulaklık,Elektronik,1422.91,12,17074.920000000002,9571,Oktüremiş,Kadın,23,Ankara,3331.81
2232,2024-06-21,P032,Mouse,Elektronik,535.8,1,535.8,1795,Necilal,Erkek,35,Antalya,3326.03
2233,2024-10-01,P011,Kalem,Kırtasiye,45.54,18,819.72,9895,Özgür,Erkek,40,İzmir,2138.95
2234,2023-05-27,P032,Mouse,Elektronik,1484.27,2,2968.54,9544,Huzuri,Kadın,26,İstanbul,4755.5
2235,2023-08-30,P087,Kulaklık,Elektronik,1245.91,6,7475.460000000001,6124,Akınal,Kadın,44,Bursa,2528.93
2236,2024-02-02,P032,Mouse,Elektronik,427.98,12,5135.76,1606,Azade,Kadın,42,İzmir,2837.73
2237,2023-06-28,P063,Klima,Elektronik,1417.97,10,14179.7,2811,Nazi,Kadın,33,Ankara,1901.38
2238,2023-01-06,P097,Su Şişesi,Mutfak Ürünleri,121.3,13,1576.8999999999999,2385,Vecide,Kadın,65,İstanbul,350.64
2239,2024-02-10,P063,Klima,Elektronik,1347.79,11,14825.689999999999,1672,Nurkan,Kadın,35,İzmir,3547.66
2240,2024-01-14,P063,Klima,Elektronik,297.32,11,3270.52,7275,Sanur,Erkek,46,Gaziantep,3686.08
2241,2024-09-24,P024,Bilgisayar,Elektronik,629.09,14,8807.26,6986,Baykan,Kadın,34,Antalya,3134.14
2242,2023-04-04,P063,Klima,Elektronik,438.6,11,4824.6,6819,Arcan,Erkek,69,İstanbul,1622.47
2243,2023-07-13,P010,Çanta,Giyim,1410.96,17,23986.32,5331,Fügen,Erkek,31,İstanbul,4832.53
2244,2022-12-13,P024,Bilgisayar,Elektronik,786.38,14,11009.32,5039,Denkel,Erkek,56,Konya,954.22
2245,2023-11-29,P082,Defter,Kırtasiye,1082.09,7,7574.629999999999,1464,Mükrüme,Kadın,53,Antalya,2023.17
2246,2024-10-01,P018,Telefon,Elektronik,540.76,12,6489.12,8806,Baytal,Erkek,53,İstanbul,879.52
2247,2024-03-18,P011,Kalem,Kırtasiye,553.19,1,553.19,1841,Atatöre,Kadın,50,Ankara,2705.38
2248,2024-01-11,P032,Mouse,Elektronik,1232.12,12,14785.439999999999,1673,Bariş,Kadın,55,Ankara,563.45
2249,2024-03-26,P097,Su Şişesi,Mutfak Ürünleri,999.55,11,10995.05,7626,Aysuna,Erkek,51,Adana,2412.62
2250,2024-03-16,P010,Çanta,Giyim,1054.34,10,10543.4,3765,Mansurali,Erkek,56,Konya,3116.38
2251,2024-10-14,P010,Çanta,Giyim,602.86,3,1808.58,2568,Siti,Erkek,43,Ankara,1334.32
2252,2023-03-18,P018,Telefon,Elektronik,807.04,6,4842.24,5597,Ummahani,Erkek,33,İzmir,1897.66
2253,2024-04-03,P037,Fırın,Ev Aletleri,890.14,7,6230.98,3385,İncifir,Kadın,42,Ankara,1378.88
2254,2023-04-27,P018,Telefon,Elektronik,259.03,8,2072.24,2114,Müşüre,Kadın,44,Gaziantep,853.47
2255,2024-03-31,P087,Kulaklık,Elektronik,427.3,4,1709.2,9039,Şeref,Erkek,58,Bursa,3603.85
2256,2024-08-16,P037,Fırın,Ev Aletleri,170.11,7,1190.77,1427,Oldağ,Kadın,57,Bursa,2697.58
2257,2024-07-22,P097,Su Şişesi,Mutfak Ürünleri,932.39,18,16783.02,6258,Boztaş,Kadın,43,İstanbul,2692.37
2258,2023-12-28,P024,Bilgisayar,Elektronik,923.45,11,10157.95,4712,Nurmelek,Kadın,25,Bursa,577.49
2259,2022-12-14,P024,Bilgisayar,Elektronik,107.13,9,964.17,1290,Özinal,Kadın,52,Bursa,3393.69
2260,2024-01-29,P087,Kulaklık,Elektronik,385.5,14,5397.0,4210,Tunahan,Erkek,60,Ankara,1542.14
2261,2024-10-24,P037,Fırın,Ev Aletleri,706.37,15,10595.55,3175,Yaşattin,Erkek,42,Konya,3894.72
2262,2023-09-25,P037,Fırın,Ev Aletleri,923.87,14,12934.18,1670,Cihan,Erkek,39,Adana,4093.95
2263,2024-03-11,P011,Kalem,Kırtasiye,1394.81,14,19527.34,2474,Ushan,Erkek,27,Konya,1753.43
2264,2024-07-02,P011,Kalem,Kırtasiye,1448.55,12,17382.6,8128,Abuzar,Kadın,66,Adana,4840.34
2265,2023-10-13,P097,Su Şişesi,Mutfak Ürünleri,1468.59,8,11748.72,7573,Şefiye,Kadın,65,Gaziantep,2488.12
2266,2024-04-27,P082,Defter,Kırtasiye,647.48,4,2589.92,1572,Çakırca,Erkek,32,Antalya,1296.73
2267,2024-03-10,P063,Klima,Elektronik,151.39,8,1211.12,4079,Asiman,Kadın,33,Adana,3911.04
2268,2023-08-24,P018,Telefon,Elektronik,795.1,17,13516.7,7417,Delil,Kadın,66,Adana,4160.59
2269,2022-11-29,P082,Defter,Kırtasiye,714.53,18,12861.539999999999,3737,Gabel,Kadın,41,İstanbul,4876.32
2270,2023-05-06,P087,Kulaklık,Elektronik,629.57,9,5666.13,3867,Söyler,Kadın,65,İstanbul,690.36
2271,2023-01-11,P063,Klima,Elektronik,823.87,17,14005.79,9234,Nezize,Kadın,25,Konya,482.82
2272,2024-05-27,P011,Kalem,Kırtasiye,520.85,14,7291.900000000001,4917,Kübran,Kadın,49,İstanbul,3033.3
2273,2023-11-02,P032,Mouse,Elektronik,222.28,13,2889.64,7441,Alexandru,Kadın,61,Adana,1235.48
2274,2024-03-20,P024,Bilgisayar,Elektronik,742.59,9,6683.31,8321,Beray,Kadın,29,Bursa,1575.85
2275,2023-06-05,P037,Fırın,Ev Aletleri,444.52,16,7112.32,3016,Sancak,Kadın,18,İzmir,2417.2
2276,2023-10-04,P037,Fırın,Ev Aletleri,1262.24,8,10097.92,4049,Bilgütay,Erkek,31,İstanbul,4664.25
2277,2023-01-10,P037,Fırın,Ev Aletleri,183.8,17,3124.6000000000004,2602,Fazul,Erkek,36,Ankara,4611.76
2278,2022-11-23,P037,Fırın,Ev Aletleri,1114.95,3,3344.8500000000004,1306,Arifcan,Kadın,60,İstanbul,2309.67
2279,2022-12-30,P097,Su Şişesi,Mutfak Ürünleri,1277.92,4,5111.68,1881,Yurtgüven,Erkek,65,Gaziantep,3265.38
2280,2024-06-20,P063,Klima,Elektronik,1199.01,13,15587.13,7594,Rohat,Kadın,42,Gaziantep,669.56
2281,2024-04-07,P024,Bilgisayar,Elektronik,1024.96,11,11274.56,8883,Kayagün,Erkek,26,Konya,4620.33
2282,2023-07-01,P087,Kulaklık,Elektronik,886.36,19,16840.84,3442,Nevsale,Kadın,21,Antalya,1898.8
2283,2023-07-04,P018,Telefon,Elektronik,1367.76,5,6838.8,5369,Öztürk,Erkek,52,Konya,1685.61
2284,2022-11-26,P024,Bilgisayar,Elektronik,878.93,11,9668.23,9688,Gözel,Erkek,51,Bursa,1278.08
2285,2024-06-05,P063,Klima,Elektronik,782.53,17,13303.01,1015,Zerafet,Kadın,42,Konya,811.78
2286,2024-08-23,P082,Defter,Kırtasiye,379.53,13,4933.889999999999,2725,Kaygusuz,Kadın,18,Bursa,1655.22
2287,2024-10-03,P018,Telefon,Elektronik,1370.82,7,9595.74,9871,Kâmil,Erkek,45,Gaziantep,2186.94
2288,2024-06-10,P063,Klima,Elektronik,743.03,8,5944.24,3336,Önsal,Erkek,36,İstanbul,2150.78
2289,2023-01-01,P011,Kalem,Kırtasiye,64.65,13,840.45,9359,Telim,Kadın,25,İzmir,746.33
2290,2023-07-11,P011,Kalem,Kırtasiye,1456.21,3,4368.63,7800,Mutluhan,Erkek,68,İzmir,2051.88
2291,2024-04-20,P087,Kulaklık,Elektronik,1362.68,9,12264.12,4088,İnsaf,Erkek,54,İstanbul,864.01
2292,2023-12-03,P011,Kalem,Kırtasiye,434.09,18,7813.62,3343,Şendoğan,Erkek,38,İzmir,3526.5
2293,2022-12-12,P097,Su Şişesi,Mutfak Ürünleri,361.48,4,1445.92,6855,Özay,Kadın,18,Antalya,2355.21
2294,2024-05-31,P011,Kalem,Kırtasiye,934.04,14,13076.56,3962,Hezniye,Erkek,44,Gaziantep,2428.93
2295,2022-12-17,P082,Defter,Kırtasiye,209.0,19,3971.0,6229,Çağlasın,Kadın,56,Gaziantep,1032.72
2296,2023-10-19,P087,Kulaklık,Elektronik,1126.5,12,13518.0,1385,Yekbun,Erkek,19,Bursa,1050.47
2297,2023-12-24,P037,Fırın,Ev Aletleri,109.69,9,987.21,8908,Tiğin,Erkek,28,Bursa,2768.1
2298,2023-09-26,P087,Kulaklık,Elektronik,1428.26,18,25708.68,4972,İmam,Erkek,26,Gaziantep,788.41
2299,2022-11-27,P097,Su Şişesi,Mutfak Ürünleri,986.62,16,15785.92,8002,Ferihan,Kadın,68,Adana,408.92
2300,2024-08-06,P018,Telefon,Elektronik,793.34,10,7933.400000000001,5674,Rafih,Kadın,63,İstanbul,1716.44
2301,2024-04-11,P011,Kalem,Kırtasiye,612.14,15,9182.1,6551,Basım,Kadın,29,Adana,534.13
2302,2023-05-15,P011,Kalem,Kırtasiye,489.58,4,1958.32,3484,Hafıza,Erkek,30,Gaziantep,2452.67
2303,2024-05-25,P082,Defter,Kırtasiye,972.74,12,11672.88,7799,Doğuhan,Kadın,55,İstanbul,4822.64
2304,2023-02-17,P063,Klima,Elektronik,377.12,15,5656.8,6159,Tekecan,Kadın,69,Antalya,1923.48
2305,2024-01-26,P087,Kulaklık,Elektronik,196.32,4,785.28,9669,Siti,Kadın,23,Gaziantep,1534.51
2306,2024-10-28,P010,Çanta,Giyim,522.34,14,7312.76,5240,Erkinel,Erkek,66,İstanbul,2343.83
2307,2024-04-14,P011,Kalem,Kırtasiye,958.42,9,8625.779999999999,5222,Rafih,Erkek,50,Bursa,4791.76
2308,2024-06-06,P024,Bilgisayar,Elektronik,1176.39,10,11763.9,5320,Aysoy,Erkek,34,İstanbul,3407.05
2309,2023-05-16,P063,Klima,Elektronik,288.9,14,4044.5999999999995,4504,Olca,Kadın,33,Konya,1281.29
2310,2024-03-22,P032,Mouse,Elektronik,677.85,8,5422.8,9318,Fügen,Erkek,25,İstanbul,2583.33
2311,2024-05-12,P032,Mouse,Elektronik,1373.96,13,17861.48,3462,Tanbay,Kadın,40,Adana,1515.01
2312,2023-05-13,P011,Kalem,Kırtasiye,1197.75,10,11977.5,8104,Tecimer,Kadın,42,İzmir,1767.54
2313,2023-05-15,P011,Kalem,Kırtasiye,1078.45,9,9706.05,2335,Atiyye,Kadın,41,İzmir,3674.07
2314,2023-09-02,P032,Mouse,Elektronik,1488.44,16,23815.04,3042,Bilgütay,Kadın,68,Bursa,4462.0
2315,2023-12-21,P010,Çanta,Giyim,848.52,11,9333.72,9588,Hakikat,Erkek,43,İzmir,263.06
2316,2023-01-02,P097,Su Şişesi,Mutfak Ürünleri,594.58,12,7134.960000000001,4922,Tansığ,Kadın,49,İstanbul,3995.64
2317,2024-08-14,P097,Su Şişesi,Mutfak Ürünleri,67.64,9,608.76,4927,Alsoy,Erkek,58,İzmir,491.88
2318,2024-02-03,P082,Defter,Kırtasiye,190.06,14,2660.84,4799,Mefarettin,Erkek,59,Ankara,3929.3
2319,2023-12-10,P024,Bilgisayar,Elektronik,36.37,8,290.96,7578,Almast,Erkek,37,Bursa,4640.27
2320,2024-09-27,P087,Kulaklık,Elektronik,56.98,15,854.6999999999999,3101,Gülinaz,Erkek,28,Adana,4714.77
2321,2024-04-23,P097,Su Şişesi,Mutfak Ürünleri,554.02,19,10526.38,4871,İsmet,Erkek,48,Konya,692.56
2322,2023-04-14,P010,Çanta,Giyim,438.37,10,4383.7,7891,İlgi,Erkek,60,İzmir,4848.56
2323,2024-09-13,P011,Kalem,Kırtasiye,1299.4,8,10395.2,4304,Güngördü,Kadın,45,Adana,4071.07
2324,2024-03-08,P087,Kulaklık,Elektronik,1484.69,6,8908.14,8473,Solma,Erkek,29,Bursa,1985.97
2325,2024-08-01,P032,Mouse,Elektronik,774.31,17,13163.269999999999,8590,Güçlüer,Erkek,64,Ankara,3337.27
2326,2023-02-09,P011,Kalem,Kırtasiye,29.02,5,145.1,8187,Besin,Erkek,48,İstanbul,780.29
2327,2024-01-02,P037,Fırın,Ev Aletleri,1142.79,7,7999.53,1202,Ümmahan,Kadın,32,Ankara,4419.97
2328,2024-02-10,P097,Su Şişesi,Mutfak Ürünleri,900.61,15,13509.15,2716,Özerdinç,Kadın,32,İstanbul,1724.7
2329,2022-11-16,P018,Telefon,Elektronik,719.39,14,10071.46,8501,Ünübol,Erkek,22,Antalya,184.39
2330,2023-11-06,P024,Bilgisayar,Elektronik,294.67,6,1768.02,5398,İsmet,Erkek,67,Konya,4897.57
2331,2023-09-15,P097,Su Şişesi,Mutfak Ürünleri,112.97,9,1016.73,5237,Mecide,Kadın,29,Antalya,2426.4
2332,2023-12-17,P010,Çanta,Giyim,1080.78,4,4323.12,7208,Aslanhan,Erkek,31,Adana,2332.68
2333,2023-09-04,P063,Klima,Elektronik,616.74,11,6784.14,2187,Âdem,Erkek,62,İzmir,1776.53
2334,2024-04-22,P032,Mouse,Elektronik,407.02,16,6512.32,1522,Baba,Erkek,52,Antalya,4795.75
2335,2023-02-22,P082,Defter,Kırtasiye,1476.58,13,19195.54,4859,Üstün,Erkek,54,Antalya,2453.07
2336,2023-04-15,P097,Su Şişesi,Mutfak Ürünleri,412.85,19,7844.150000000001,8626,Feyzin,Kadın,30,İstanbul,4078.5
2337,2023-08-21,P063,Klima,Elektronik,934.16,15,14012.4,2933,Aksoy,Erkek,22,İstanbul,1748.53
2338,2024-10-26,P037,Fırın,Ev Aletleri,645.03,11,7095.33,4018,Dincer,Erkek,61,Ankara,4907.94
2339,2023-05-11,P063,Klima,Elektronik,222.15,7,1555.05,9458,Serezli,Erkek,20,Gaziantep,239.09
2340,2023-02-07,P011,Kalem,Kırtasiye,1193.48,8,9547.84,8475,Kınel,Kadın,39,Adana,110.0
2341,2023-05-28,P010,Çanta,Giyim,642.92,18,11572.56,4377,Bünyamün,Kadın,19,Konya,537.95
2342,2023-02-16,P097,Su Şişesi,Mutfak Ürünleri,420.62,7,2944.34,7462,Ferzi,Erkek,48,Gaziantep,1794.16
2343,2024-03-22,P011,Kalem,Kırtasiye,270.1,17,4591.700000000001,1446,Sıylıhan,Erkek,48,Antalya,2704.42
2344,2024-07-09,P063,Klima,Elektronik,1348.76,2,2697.52,7360,Kösemen,Kadın,67,Bursa,1739.98
2345,2024-01-25,P010,Çanta,Giyim,852.82,8,6822.56,6502,Deniz,Erkek,22,Konya,810.8
2346,2024-02-15,P087,Kulaklık,Elektronik,794.32,9,7148.88,2778,Gözel,Erkek,42,Ankara,384.56
2347,2022-12-25,P037,Fırın,Ev Aletleri,1071.29,13,13926.77,6874,Börteçin,Kadın,25,İzmir,4090.22
2348,2024-10-10,P011,Kalem,Kırtasiye,1265.19,6,7591.14,4922,Tansığ,Kadın,49,İstanbul,3995.64
2349,2022-11-07,P018,Telefon,Elektronik,1061.75,1,1061.75,7598,Samurtay,Erkek,56,İstanbul,3823.58
2350,2023-04-24,P018,Telefon,Elektronik,102.29,15,1534.35,5916,Nural,Kadın,32,İzmir,3383.36
2351,2022-11-16,P032,Mouse,Elektronik,332.02,6,1992.12,5486,Yaşattin,Erkek,25,Ankara,3527.99
2352,2022-12-19,P037,Fırın,Ev Aletleri,649.41,17,11039.97,1084,İsak,Erkek,58,Bursa,913.66
2353,2024-01-13,P063,Klima,Elektronik,1462.33,18,25779.03375,1339,Çolpan,Kadın,60,Bursa,1671.74
2354,2023-05-20,P011,Kalem,Kırtasiye,511.01,1,511.01,8740,Feza,Erkek,69,Adana,3350.94
2355,2024-04-25,P024,Bilgisayar,Elektronik,994.37,18,17898.66,6103,Uzbay,Kadın,27,Konya,3647.97
2356,2024-04-01,P011,Kalem,Kırtasiye,27.32,6,163.92000000000002,1786,Canseven,Kadın,34,Adana,4266.2
2357,2022-12-18,P032,Mouse,Elektronik,277.81,15,4167.15,7586,Seha,Erkek,57,Ankara,4571.81
2358,2023-03-19,P011,Kalem,Kırtasiye,480.84,9,4327.5599999999995,4493,Enfes,Erkek,48,Adana,2609.48
2359,2024-03-25,P087,Kulaklık,Elektronik,312.22,6,1873.32,8680,Tagangül,Kadın,64,Konya,271.17
2360,2023-02-19,P037,Fırın,Ev Aletleri,416.56,16,6664.96,3315,Server,Kadın,48,İzmir,1276.05
2361,2024-10-30,P032,Mouse,Elektronik,1085.33,9,9767.97,1942,Risalet,Erkek,34,Konya,4944.26
2362,2023-05-10,P063,Klima,Elektronik,461.39,13,5998.07,7431,Koşukhan,Kadın,53,Bursa,710.78
2363,2024-02-18,P010,Çanta,Giyim,365.65,5,1828.25,2864,Acarkan,Erkek,52,İstanbul,2897.81
2364,2023-07-27,P037,Fırın,Ev Aletleri,609.79,19,11586.009999999998,9436,Gözel,Erkek,22,İstanbul,478.11
2365,2024-04-18,P011,Kalem,Kırtasiye,1419.41,13,18452.33,4762,Apaydın,Kadın,18,Ankara,3974.79
2366,2023-03-02,P082,Defter,Kırtasiye,216.12,5,1080.6,3534,Yeneral,Kadın,69,Konya,2972.29
2367,2023-02-13,P018,Telefon,Elektronik,1438.84,10,14388.4,4723,Filit,Kadın,53,Adana,552.29
2368,2023-07-25,P018,Telefon,Elektronik,1264.62,12,15175.439999999999,8464,Talayer,Kadın,60,Ankara,3991.22
2369,2024-07-16,P063,Klima,Elektronik,666.19,7,4663.33,9315,Pekkan,Erkek,38,Gaziantep,2536.29
2370,2024-10-30,P024,Bilgisayar,Elektronik,14.81,11,162.91,4967,Eraycan,Kadın,28,Ankara,1348.17
2371,2023-11-14,P063,Klima,Elektronik,793.74,12,9524.88,3491,Irıs,Erkek,65,Bursa,2175.4
2372,2023-06-21,P024,Bilgisayar,Elektronik,363.48,12,4361.76,2693,Acarkan,Erkek,53,İzmir,2962.62
2373,2023-10-10,P010,Çanta,Giyim,109.23,9,983.07,1070,Doğanşah,Kadın,24,Gaziantep,2975.34
2374,2024-07-23,P024,Bilgisayar,Elektronik,502.66,15,7539.900000000001,2203,Özpetek,Kadın,69,Gaziantep,4741.63
2375,2023-07-17,P018,Telefon,Elektronik,147.47,19,2801.93,7885,Yazgül,Erkek,37,Ankara,3265.73
2376,2023-03-14,P011,Kalem,Kırtasiye,1449.36,16,23189.76,6489,Hüryaşar,Erkek,62,Ankara,2859.18
2377,2023-08-19,P087,Kulaklık,Elektronik,1011.46,15,15171.9,3660,Mecit,Erkek,35,Konya,497.94
2378,2023-10-05,P063,Klima,Elektronik,1366.88,3,4100.64,5810,Şüküfe,Kadın,64,İzmir,559.84
2379,2024-07-14,P063,Klima,Elektronik,351.79,14,4925.06,7041,Güllühan,Kadın,66,Konya,3277.37
2380,2024-01-17,P018,Telefon,Elektronik,590.67,7,4134.69,4087,Aypar,Erkek,29,Gaziantep,1957.27
2381,2024-07-06,P018,Telefon,Elektronik,790.13,2,1580.26,2848,Afer,Kadın,58,İstanbul,4022.53
2382,2024-01-01,P032,Mouse,Elektronik,739.13,7,5173.91,9879,Arifcan,Erkek,40,Gaziantep,4401.02
2383,2024-04-16,P018,Telefon,Elektronik,676.29,3,2028.87,5202,Salami,Erkek,32,Konya,3042.84
2384,2023-01-14,P037,Fırın,Ev Aletleri,68.2,13,886.6,2295,Tutkucan,Erkek,36,Bursa,4350.58
2385,2023-11-06,P063,Klima,Elektronik,252.05,19,4788.95,3001,Maşide,Erkek,54,Antalya,4223.28
2386,2023-05-31,P097,Su Şişesi,Mutfak Ürünleri,6.91,18,124.38,2319,Yurdanur,Erkek,57,İstanbul,2085.4
2387,2024-01-16,P018,Telefon,Elektronik,13.53,5,67.64999999999999,4279,Örik,Kadın,59,İstanbul,4531.09
2388,2023-11-13,P024,Bilgisayar,Elektronik,75.49,11,830.39,4896,Alsoy,Erkek,52,İstanbul,828.74
2389,2023-03-11,P032,Mouse,Elektronik,1103.15,5,5515.75,9359,Telim,Kadın,25,İzmir,746.33
2390,2023-02-24,P037,Fırın,Ev Aletleri,822.17,12,9866.039999999999,7652,Nurseda,Kadın,49,Bursa,1897.07
2391,2023-12-27,P037,Fırın,Ev Aletleri,937.65,5,4688.25,1714,Habibe,Kadın,46,Antalya,1832.18
2392,2023-07-16,P037,Fırın,Ev Aletleri,593.57,13,7716.410000000001,9676,Gülözge,Kadın,26,İstanbul,2568.51
